CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
LY,383,EL AL ISRAEL AIRLINES,2025-07-02T18:00:00,2025-07-02T18:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
SK,3169,SAS,2025-07-02T18:00:00,2025-07-02T18:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
TP,8900,AIR PORTUGAL,2025-07-02T18:00:00,2025-07-02T18:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
6H,042,ISRAIR AIRLINES,2025-07-02T16:25:00,2025-07-02T18:00:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,DELAYED,עיכוב
FZ,1125,FLYDUBAI,2025-07-02T18:15:00,2025-07-02T18:10:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,FINAL,סופי
AM,7856,AERO MEXICO,2025-07-02T17:10:00,2025-07-02T18:11:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
AR,7856,AEROLINEAS ARGENTINAS S.A.,2025-07-02T17:10:00,2025-07-02T18:11:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
B6,6456,JETBLUE AIRWAYS CORPORATION,2025-07-02T17:10:00,2025-07-02T18:11:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
DL,7431,DELTA AIRLINES,2025-07-02T17:10:00,2025-07-02T18:11:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
LY,008,EL AL ISRAEL AIRLINES,2025-07-02T17:10:00,2025-07-02T18:11:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,FINAL,סופי
EK,2470,EMIRATES,2025-07-02T18:15:00,2025-07-02T18:10:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,FINAL,סופי
LO,5251,LOT POLISH AIRLINES,2025-07-02T18:15:00,2025-07-02T18:15:00,D,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,78-99,D,ON TIME,בזמן
LY,5119,EL AL ISRAEL AIRLINES,2025-07-02T18:15:00,2025-07-02T18:15:00,D,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,78-99,D,ON TIME,בזמן
LY,5468,EL AL ISRAEL AIRLINES,2025-07-02T18:35:00,2025-07-02T18:16:00,A,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,3,,,FINAL,סופי
IZ,816,ARKIA  ISRAELI  AIRLINES,2025-07-02T16:00:00,2025-07-02T18:30:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,DELAYED,עיכוב
LY,387,EL AL ISRAEL AIRLINES,2025-07-02T18:30:00,2025-07-02T18:30:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
SK,3183,SAS,2025-07-02T18:30:00,2025-07-02T18:30:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
TP,8912,AIR PORTUGAL,2025-07-02T18:30:00,2025-07-02T18:30:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
TP,8938,AIR PORTUGAL,2025-07-02T18:30:00,2025-07-02T18:30:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
BZ,751,BLUE BIRD AIRWAYS,2025-07-02T18:35:00,2025-07-02T18:35:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,,,NOT FINAL,לא סופי
LY,571,EL AL ISRAEL AIRLINES,2025-07-02T18:35:00,2025-07-02T18:35:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,78-99,D,ON TIME,בזמן
6H,722,ISRAIR AIRLINES,2025-07-02T17:45:00,2025-07-02T18:45:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,DELAYED,עיכוב
IZ,070,ARKIA  ISRAELI  AIRLINES,2025-07-02T18:50:00,2025-07-02T18:50:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,,,NOT FINAL,לא סופי
LY,5244,EL AL ISRAEL AIRLINES,2025-07-02T18:50:00,2025-07-02T18:50:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,,,NOT FINAL,לא סופי
AF,6175,AIR FRANCE,2025-07-02T18:05:00,2025-07-02T18:51:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,FINAL,סופי
AM,7896,AERO MEXICO,2025-07-02T18:05:00,2025-07-02T18:51:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,FINAL,סופי
LY,222,EL AL ISRAEL AIRLINES,2025-07-02T18:05:00,2025-07-02T18:51:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,FINAL,סופי
6H,992,ISRAIR AIRLINES,2025-07-02T19:00:00,2025-07-02T19:00:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
LY,091,EL AL ISRAEL AIRLINES,2025-07-02T19:15:00,2025-07-02T19:15:00,D,NRT,TOKYO INTL.-NARITA,טוקיו,TOKYO,יפן,JAPAN,3,78-99,D,ON TIME,בזמן
QF,5014,QANTAS AIRWAYS,2025-07-02T19:15:00,2025-07-02T19:15:00,D,NRT,TOKYO INTL.-NARITA,טוקיו,TOKYO,יפן,JAPAN,3,78-99,D,ON TIME,בזמן
IZ,1055,ARKIA  ISRAELI  AIRLINES,2025-07-02T14:25:00,2025-07-02T19:30:00,D,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3,34-49,B,DELAYED,עיכוב
IZ,224,ARKIA  ISRAELI  AIRLINES,2025-07-02T19:30:00,2025-07-02T19:30:00,A,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3,,,NOT FINAL,לא סופי
LY,543,EL AL ISRAEL AIRLINES,2025-07-02T19:30:00,2025-07-02T19:30:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,78-99,D,ON TIME,בזמן
BZ,703,BLUE BIRD AIRWAYS,2025-07-02T19:35:00,2025-07-02T19:35:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
IZ,368,ARKIA  ISRAELI  AIRLINES,2025-07-02T19:35:00,2025-07-02T19:35:00,A,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,3,,,NOT FINAL,לא סופי
EK,2471,EMIRATES,2025-07-02T19:45:00,2025-07-02T19:45:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,56-59,C,ON TIME,בזמן
FZ,1126,FLYDUBAI,2025-07-02T19:45:00,2025-07-02T19:45:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,56-59,C,ON TIME,בזמן
6H,167,ISRAIR AIRLINES,2025-07-02T19:15:00,2025-07-02T19:45:00,D,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,3,23-33,A,ON TIME,בזמן
LY,612,EL AL ISRAEL AIRLINES,2025-07-02T20:10:00,2025-07-02T19:59:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,FINAL,סופי
IZ,821,ARKIA  ISRAELI  AIRLINES,2025-07-02T16:50:00,2025-07-02T20:00:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G20-G25,G,ON TIME,בזמן
LY,2367,EL AL ISRAEL AIRLINES,2025-07-02T20:00:00,2025-07-02T20:00:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,78-99,D,ON TIME,בזמן
6H,715,ISRAIR AIRLINES,2025-07-02T20:00:00,2025-07-02T20:00:00,D,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,3,27-33,A,ON TIME,בזמן
6H,891,ISRAIR AIRLINES,2025-07-02T20:00:00,2025-07-02T20:00:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,27-33,A,ON TIME,בזמן
EY,598,ETIHAD AIRWAYS,2025-07-02T20:05:00,2025-07-02T20:05:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,CANCELED,מבוטלת
LY,088,EL AL ISRAEL AIRLINES,2025-07-02T20:20:00,2025-07-02T20:09:00,A,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3,,,FINAL,סופי
TG,4582,THAI AIRWAYS,2025-07-02T20:20:00,2025-07-02T20:09:00,A,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3,,,FINAL,סופי
IZ,1163,ARKIA  ISRAELI  AIRLINES,2025-07-02T20:30:00,2025-07-02T20:30:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,34-40,B,ON TIME,בזמן
LY,5133,EL AL ISRAEL AIRLINES,2025-07-02T20:30:00,2025-07-02T20:30:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,78-99,D,ON TIME,בזמן
IZ,107,ARKIA  ISRAELI  AIRLINES,2025-07-02T20:40:00,2025-07-02T20:40:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,34-40,B,CANCELED,מבוטלת
IZ,292,ARKIA  ISRAELI  AIRLINES,2025-07-02T20:40:00,2025-07-02T20:40:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
IZ,822,ARKIA  ISRAELI  AIRLINES,2025-07-02T19:20:00,2025-07-02T20:50:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,DELAYED,עיכוב
AM,7862,AERO MEXICO,2025-07-02T20:55:00,2025-07-02T20:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
LY,324,EL AL ISRAEL AIRLINES,2025-07-02T20:55:00,2025-07-02T20:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
SK,3160,SAS,2025-07-02T20:55:00,2025-07-02T20:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
LY,5109,EL AL ISRAEL AIRLINES,2025-07-02T21:00:00,2025-07-02T21:00:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,78-99,D,ON TIME,בזמן
6H,565,ISRAIR AIRLINES,2025-07-02T18:00:00,2025-07-02T21:20:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,23-33,A,ON TIME,בזמן
LY,5137,EL AL ISRAEL AIRLINES,2025-07-02T21:30:00,2025-07-02T21:30:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,78-99,D,ON TIME,בזמן
6H,756,ISRAIR AIRLINES,2025-07-02T16:55:00,2025-07-02T21:30:00,A,LJU,LJUBLJANA,לובליאנה,LJUBLJANA,סלובניה,SLOVENIA,3,,,DELAYED,עיכוב
IZ,1213,ARKIA  ISRAELI  AIRLINES,2025-07-02T20:20:00,2025-07-02T21:40:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,34-40,B,ON TIME,בזמן
6H,358,ISRAIR AIRLINES,2025-07-02T21:40:00,2025-07-02T21:40:00,A,VRN,VILLAFRANCA-VERONA,ורונה,VERONA,איטליה,ITALY,3,,,NOT FINAL,לא סופי
IZ,742,ARKIA  ISRAELI  AIRLINES,2025-07-02T21:45:00,2025-07-02T21:45:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
BZ,695,BLUE BIRD AIRWAYS,2025-07-02T21:55:00,2025-07-02T21:55:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,,,CANCELED,מבוטלת
DL,7453,DELTA AIRLINES,2025-07-02T22:00:00,2025-07-02T22:00:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
LY,316,EL AL ISRAEL AIRLINES,2025-07-02T22:00:00,2025-07-02T22:00:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
SK,3176,SAS,2025-07-02T22:00:00,2025-07-02T22:00:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
VS,7494,VIRGIN ATLANTIC AIRWAYS,2025-07-02T22:00:00,2025-07-02T22:00:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
BZ,441,BLUE BIRD AIRWAYS,2025-07-02T22:10:00,2025-07-02T22:10:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
IZ,827,ARKIA  ISRAELI  AIRLINES,2025-07-02T20:20:00,2025-07-02T22:10:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G20-G25,G,ON TIME,בזמן
LY,081,EL AL ISRAEL AIRLINES,2025-07-02T22:20:00,2025-07-02T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
QF,5020,QANTAS AIRWAYS,2025-07-02T22:20:00,2025-07-02T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
TG,4584,THAI AIRWAYS,2025-07-02T22:20:00,2025-07-02T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
VN,3298,VIETNAM AIRLINES,2025-07-02T22:20:00,2025-07-02T22:20:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
IZ,102,ARKIA  ISRAELI  AIRLINES,2025-07-02T22:25:00,2025-07-02T22:25:00,A,LCK,Columbus/Rickenbacker,Columbus/Ricken,Columbus/Ricken,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,546,EL AL ISRAEL AIRLINES,2025-07-02T22:35:00,2025-07-02T22:35:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
LY,549,EL AL ISRAEL AIRLINES,2025-07-02T22:35:00,2025-07-02T22:35:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,78-99,D,ON TIME,בזמן
LY,084,EL AL ISRAEL AIRLINES,2025-07-02T22:55:00,2025-07-02T22:38:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,FINAL,סופי
QF,5019,QANTAS AIRWAYS,2025-07-02T22:55:00,2025-07-02T22:38:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,FINAL,סופי
TG,4585,THAI AIRWAYS,2025-07-02T22:55:00,2025-07-02T22:38:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,FINAL,סופי
VN,3295,VIETNAM AIRLINES,2025-07-02T22:55:00,2025-07-02T22:38:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,FINAL,סופי
EK,2450,EMIRATES,2025-07-02T22:40:00,2025-07-02T22:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1625,FLYDUBAI,2025-07-02T22:40:00,2025-07-02T22:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
H7,457,HISKY,2025-07-02T22:40:00,2025-07-02T22:40:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,,,NOT FINAL,לא סופי
6H,336,ISRAIR AIRLINES,2025-07-02T18:00:00,2025-07-02T22:40:00,A,CTA,CATANIA  FONTANAROSSA,קטאניה,CATANIA,איטליה,ITALY,3,,,CANCELED,מבוטלת
IZ,108,ARKIA  ISRAELI  AIRLINES,2025-07-02T22:45:00,2025-07-02T22:45:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,CANCELED,מבוטלת
IZ,1282,ARKIA  ISRAELI  AIRLINES,2025-07-02T22:45:00,2025-07-02T22:45:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
WZ,4311,RED WINGS AIRLINES,2025-07-02T19:15:00,2025-07-02T22:45:00,A,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,,,DELAYED,עיכוב
AF,7074,AIR FRANCE,2025-07-02T22:55:00,2025-07-02T22:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
LY,328,EL AL ISRAEL AIRLINES,2025-07-02T22:55:00,2025-07-02T22:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
SK,3162,SAS,2025-07-02T22:55:00,2025-07-02T22:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
LY,286,EL AL ISRAEL AIRLINES,2025-07-02T23:05:00,2025-07-02T23:05:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
SK,3170,SAS,2025-07-02T23:05:00,2025-07-02T23:05:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
TP,8899,AIR PORTUGAL,2025-07-02T23:05:00,2025-07-02T23:05:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
LY,5130,EL AL ISRAEL AIRLINES,2025-07-02T23:20:00,2025-07-02T23:20:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,,,NOT FINAL,לא סופי
RO,155,TAROM - ROMANIAN AIR TRANSPORT,2025-07-02T23:20:00,2025-07-02T23:20:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
U8,131,TUS AIRWAYS,2025-07-02T23:25:00,2025-07-02T23:25:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
6H,536,ISRAIR AIRLINES,2025-07-02T23:25:00,2025-07-02T23:25:00,A,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3,,,NOT FINAL,לא סופי
BZ,253,BLUE BIRD AIRWAYS,2025-07-02T23:30:00,2025-07-02T23:30:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
LY,552,EL AL ISRAEL AIRLINES,2025-07-02T23:30:00,2025-07-02T23:30:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,NOT FINAL,לא סופי
EK,2345,EMIRATES,2025-07-02T23:35:00,2025-07-02T23:35:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1807,FLYDUBAI,2025-07-02T23:35:00,2025-07-02T23:35:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
BZ,461,BLUE BIRD AIRWAYS,2025-07-02T23:40:00,2025-07-02T23:40:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
H7,458,HISKY,2025-07-02T23:40:00,2025-07-02T23:40:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,16-18,A,ON TIME,בזמן
WZ,015,RED WINGS AIRLINES,2025-07-02T23:40:00,2025-07-02T23:40:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
WZ,4312,RED WINGS AIRLINES,2025-07-02T20:10:00,2025-07-02T23:40:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,7-10,A,ON TIME,בזמן
J2,321,AZERBAIJAN AIRLINES,2025-07-02T23:45:00,2025-07-02T23:45:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,,,CANCELED,מבוטלת
LY,5134,EL AL ISRAEL AIRLINES,2025-07-02T23:45:00,2025-07-02T23:45:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
LY,9956,EL AL ISRAEL AIRLINES,2025-07-02T23:45:00,2025-07-02T23:45:00,A,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,,,CANCELED,מבוטלת
6H,728,ISRAIR AIRLINES,2025-07-02T23:45:00,2025-07-02T23:45:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
EK,2451,EMIRATES,2025-07-02T23:50:00,2025-07-02T23:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,50-55,B,ON TIME,בזמן
FZ,1626,FLYDUBAI,2025-07-02T23:50:00,2025-07-02T23:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,50-55,B,ON TIME,בזמן
IZ,991,ARKIA  ISRAELI  AIRLINES,2025-07-02T23:55:00,2025-07-02T23:55:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,34-43,B,ON TIME,בזמן
AM,7895,AERO MEXICO,2025-07-03T00:05:00,2025-07-03T00:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
B6,6453,JETBLUE AIRWAYS CORPORATION,2025-07-03T00:05:00,2025-07-03T00:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
DL,7426,DELTA AIRLINES,2025-07-03T00:05:00,2025-07-03T00:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,003,EL AL ISRAEL AIRLINES,2025-07-03T00:05:00,2025-07-03T00:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
6H,116,ISRAIR AIRLINES,2025-07-03T00:05:00,2025-07-03T00:05:00,A,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
6H,254,ISRAIR AIRLINES,2025-07-03T00:05:00,2025-07-03T00:05:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
AR,7851,AEROLINEAS ARGENTINAS S.A.,2025-07-03T00:15:00,2025-07-03T00:15:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
B6,6467,JETBLUE AIRWAYS CORPORATION,2025-07-03T00:15:00,2025-07-03T00:15:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
DL,7437,DELTA AIRLINES,2025-07-03T00:15:00,2025-07-03T00:15:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,017,EL AL ISRAEL AIRLINES,2025-07-03T00:15:00,2025-07-03T00:15:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
IZ,828,ARKIA  ISRAELI  AIRLINES,2025-07-02T22:50:00,2025-07-03T00:20:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,DELAYED,עיכוב
RO,156,TAROM - ROMANIAN AIR TRANSPORT,2025-07-03T00:20:00,2025-07-03T00:20:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,12-14,A,ON TIME,בזמן
B6,6483,JETBLUE AIRWAYS CORPORATION,2025-07-03T00:30:00,2025-07-03T00:30:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
DL,7443,DELTA AIRLINES,2025-07-03T00:30:00,2025-07-03T00:30:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,027,EL AL ISRAEL AIRLINES,2025-07-03T00:30:00,2025-07-03T00:30:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,282,EL AL ISRAEL AIRLINES,2025-07-03T00:40:00,2025-07-03T00:40:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
TP,8911,AIR PORTUGAL,2025-07-03T00:40:00,2025-07-03T00:40:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
J2,322,AZERBAIJAN AIRLINES,2025-07-03T00:45:00,2025-07-03T00:45:00,D,GYD,BAKU HEYDAR ALIYEV INT`L,באקו,BAKU,אזרביג'אן,AZERBAIJAN,3,,,CANCELED,מבוטלת
